Country,Region,Subregion,Indicator,Dimension,Category,Sex,Year,VALUE
Singapore,Asia,South-eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2018,0.727676805718901
Serbia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,16.4102119951527
Slovakia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,10.6186912481408
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,22.0345154254896
Sweden,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,15.9698810990757
Tajikistan,Asia,Central Asia,Persons convicted,by selected crime,Drug trafficking,Total,2018,4.98531641663622
Türkiye,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2018,22.3144984707485
Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2018,6.76002274856687
Kosovo under UNSCR 1244,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,11.4835827194142
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,21.3170875173895
Argentina,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,12.8520227110361
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,4.37811598723779
Azerbaijan,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2019,31.6206706410925
Bulgaria,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,0.47308646916788
Bosnia and Herzegovina,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,13.7795681584967
Belize,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,0.259182512437521
Bermuda,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2019,4.67967616640928
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,5.08080210357202
Barbados,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,84.9906208049216
Canada,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2019,7.97979309944811
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,72.5967073948146
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,52.6624378364458
Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,17.7815878957991
Czechia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,24.2352467461718
Germany,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,26.2843631202657
Dominica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,98.7028675392786
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,29.1850617542664
Spain,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,24.2858039420118
Estonia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,38.6638293093683
France,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,50.152550319941
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,24.1330709147912
Grenada,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,72.4253436970551
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,36.7726718379526
Honduras,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,6.28542876203151
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,17.0582774727008
Hungary,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,7.6967587587605
Israel,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2019,13.2717695715864
Jamaica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,34.9594495179528
Kazakhstan,Asia,Central Asia,Persons convicted,by selected crime,Drug trafficking,Total,2019,17.2466254423905
Saint Lucia,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,3.37720890569988
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,16.1356222303795
Latvia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,16.8733345418054
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2019,24.2930426514291
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,2.79494007706123
Malta,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,5.95219789867573
Montenegro,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,24.5231674450048
Mongolia,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2019,0.12375803015581
Nicaragua,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,13.6342807770368
Netherlands (Kingdom of the),Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,21.7533769195359
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,92.3008367755256
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2019,31.7272458976801
Panama,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,2.19614114386602
Peru,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,6.74898933884651
Portugal,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,27.5543005833874
Paraguay,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,0.291632092914599
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,3.40485895935819
Russian Federation,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,11.6274096685631
Singapore,Asia,South-eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2019,0.617331584227178
Serbia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,16.9677594626302
Slovakia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,11.8701972828623
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,16.6551512534921
Sweden,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,14.6413240426593
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2019,0.740793618938456
Türkiye,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2019,27.1235138652797
Uzbekistan,Asia,Central Asia,Persons convicted,by selected crime,Drug trafficking,Total,2019,5.24803789362446
Kosovo under UNSCR 1244,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2019,11.7376108378033
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,18.9766303667521
Argentina,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,16.8171489867408
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2020,42.157738151308
Azerbaijan,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2020,30.6431225341862
Bulgaria,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,0.28844828093478
Bosnia and Herzegovina,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,13.6087431780113
Barbados,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,26.6242571832246
Canada,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2020,5.58787979702976
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,65.4932772753778
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,32.8074098180833
Colombia,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,10.6735142540744
Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,15.473787919719
Czechia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,21.6111091337789
Germany,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,24.4042989136918
Dominica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,44.3964305269856
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,30.3522403211507
Dominican Republic,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,8.76611284212821
Algeria,Africa,Northern Africa,Persons convicted,by selected crime,Drug trafficking,Total,2020,21.5475691197314
Spain,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,19.6457642404683
Estonia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,36.4752293709076
France,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,41.5186780755153
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,21.9466001234496
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,30.0219538968167
Greece,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,7.81354489222682
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,31.7035127120559
Honduras,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,3.29063072942166
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,15.8322369635692
Israel,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2020,14.6471014420293
Jamaica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,32.7476323320518
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2020,0.421204168404299
Kazakhstan,Asia,Central Asia,Persons convicted,by selected crime,Drug trafficking,Total,2020,19.546130433361
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,23.4691700448048
Saint Lucia,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,2.24403297606458
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,14.772345810958
Luxembourg,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,28.7029592592416
Latvia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,14.7281331275953
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2020,21.0814027623958
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,2.32257252359875
Malta,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,11.7713691356631
Montenegro,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,32.0757975770436
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,46.6233962634545
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2020,24.6553429607517
Peru,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,2.05246393194322
Portugal,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,20.8186301958465
Paraguay,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2020,0.318001641342757
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,2.95991191219643
Russian Federation,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2020,9.55788473790167
